,Compound,R2,LOQ,SFBlank_1,SFBlank_2,SFBlank_3,Nov11_1,Nov11_2,Nov11_3,Nov13_1,Nov13_2,Nov13_3,Nov14_1,Nov14_2,Nov14_3,Nov15_1,Nov15_2,Nov15_3,Nov16_1,Nov16_2,Nov16_3,Nov17_1,Nov17_2,Nov17_3,Nov18_1,Nov18_2,Nov18_3,Nov19_1,Nov19_2,Nov19_3,Nov20_1,Nov20_2,Nov20_3,Nov21_1,Nov21_2,Nov21_3,Nov22_1,Nov22_2,Nov22_3,Nov23_1,Nov23_2,Nov23_3,Nov24_1,Nov24_2,Nov24_3,Nov25_1,Nov25_2,Nov25_3,Nov26_1,Nov26_2,Nov26_3,Nov27_1,Nov27_2,Nov27_3,Nov28_1,Nov28_2,Nov28_3,Nov29_1,Nov29_2,Nov29_3,Nov30_1,Nov30_2,Nov30_3,Dec1_1,Dec1_2,Dec1_3,FFBlank_1,FFBlank_2,FFBlank_3
68,Diclofenac,0.9948,1,<LOQ,<LOQ,<LOQ,553.1738662,1226.439051,895.5930663,<LOQ,<LOQ,<LOQ,238.7487429,248.7557859,254.3793273,325.4427436,271.9078726,275.0265852,288.4568989,226.1715892,288.2688056,771.8155944,1029.875559,1005.854135,412.645955,359.8506451,386.2483,295.3867982,290.0804393,345.2020197,280.7734809,347.8896566,293.6550092,477.1384238,290.5696357,586.484736,229.8479848,522.5338225,393.2618,584.05018,416.1296173,817.3447949,458.3026706,329.8341743,429.0356747,412.5204948,373.3255515,320.9500824,337.498115,619.3985939,509.6411249,260.9741504,303.9739743,259.060639,374.083099,378.8944379,348.2257863,295.16517,265.5962598,298.980407,280.3812545,329.2676812,305.2869772,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
69,Diethyl_phthalate,0.0021,NA,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM
70,Dimethyl_phthalate,0.9575,1,-49.86288475,-44.70765494,-54.44095265,373.6217072,349.1136095,390.6803503,81.82253747,134.1081746,123.6798298,31.51551466,205.2634369,152.0064595,268.8788827,282.5002619,61.78678338,27.23099441,235.5892585,12.27440989,102.8411898,-6.087661131,-31.01145892,61.4587097,52.43471703,56.94671337,-29.58781662,-65.20651367,-40.66950534,12.80407252,-19.1413497,-7.883685545,21.07356152,-13.5702851,-5.750067904,57.96237611,207.1733237,38.87704887,221.0881984,25.23036396,175.7144798,-24.52163354,-48.75361513,-25.79024263,145.6639043,24.08934633,95.0347863,<LOQ,<LOQ,<LOQ,93.02655874,80.33547685,93.47271202,-54.72346495,-43.69166567,-54.27254232,<LOQ,<LOQ,<LOQ,164.778892,137.2743581,213.4330858,54.52368443,6.124797213,172.3701254,85.9656567,76.37209611,67.00624548
71,Diphenhydramine,0.9085,1,<LOQ,<LOQ,<LOQ,719.7705132,747.1273436,736.8790471,731.8394178,708.5600613,711.4962306,622.3977007,648.6674393,716.2498965,579.8523026,591.4909391,583.2444912,477.8924947,493.3861159,489.3710004,1290.115903,1212.042386,1348.932885,526.3639456,528.5633906,527.4636681,627.0916219,670.5100989,687.1984772,842.8514875,792.1904116,793.3785989,1025.008421,1000.770536,984.8653815,702.7637922,671.0414251,729.9667782,721.7772302,782.6332005,747.5182785,765.3705354,807.2763638,779.1771032,838.1220165,805.4697696,878.1791661,660.2294824,704.1896258,650.4873726,560.8610274,552.5657569,543.2007302,571.9594482,570.1100561,578.0039471,661.8948153,656.4064001,653.9908909,537.1763011,559.5455562,558.246014,551.8305236,585.9438776,624.3805635,49.33018054,51.489962,50.39455101
72,Efavirenz,0.9877,5,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
73,Emtricitabine,0.955,25,<LOQ,<LOQ,<LOQ,2155.928394,2050.395599,2307.897829,2547.782993,2493.667664,2470.240065,2882.036137,2273.902006,2320.885515,2627.863119,2373.553695,2653.837453,3201.802407,2957.446973,3289.237954,1369.916289,1420.675463,1286.169413,3325.325177,3072.61672,3198.970948,2889.302191,3250.79449,3286.010044,2568.618189,2788.324369,2719.067638,2126.404611,2375.042986,3062.892961,2898.760039,2826.581595,3011.560614,2437.683831,2269.006282,2350.476764,1737.167095,1924.906498,2426.029006,2215.8289,2791.955902,2555.543522,2294.597716,2146.799258,2204.178715,1362.911349,1166.799707,1382.147603,1610.163243,1448.722547,1791.338935,1874.577045,1935.034938,1999.442916,1902.736995,1995.880181,1934.423704,2673.9625,2312.085652,2378.040865,<LOQ,<LOQ,<LOQ
74,Estriol,0.8842,25,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
75,Estrone,0.031,NA,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM
76,Ethyl_Butylacetylaminopropionate,0.997,1,258.8131806,264.274974,248.2982519,315.1215286,310.4929898,303.4095207,271.4077654,276.412327,259.6302223,219.8702551,199.866956,226.929954,237.7582846,244.4344917,249.5571934,235.2489175,227.3636971,225.8781157,230.7150753,223.8224895,243.8338199,292.1754597,268.1080628,280.1417613,243.6561294,274.5388453,226.0074332,182.9864113,164.2290441,174.7305866,221.0123564,225.0233681,218.8305437,300.3438998,251.6244234,259.9655636,310.6946397,276.5578124,310.4201005,227.6692311,236.88222,243.7885198,174.5008622,161.2637338,184.8019398,249.9160078,241.0808468,253.4068335,67.30782026,57.98308539,69.23873265,69.5438372,100.0628053,91.51016383,77.9431736,96.24182652,65.50325207,132.9856143,130.8603722,142.0671436,128.9785373,90.80558824,145.1535071,54.59501563,51.56833872,55.48989748
77,Famotidine,0.9994,250,<LOQ,<LOQ,<LOQ,10711.9785,7924.472322,6094.132566,7169.533682,7196.941321,5453.902568,5833.930861,6919.276213,5362.968453,4456.896379,5329.837884,4744.346777,5179.943468,5577.434851,5188.709146,2683.199137,2523.935083,2795.310491,6314.130279,5896.638937,6105.384608,4370.83556,3531.457607,4224.813193,4113.926893,5188.617112,5310.469333,6100.974296,4279.521481,4395.532483,3804.428117,4353.770474,3760.718985,5019.294587,3928.199455,4456.364327,4598.611098,4593.647562,4629.921715,5110.09854,5271.147039,4806.678638,4547.342106,4575.022577,4287.489274,2231.368669,2242.58443,2262.35473,3668.934464,3043.797481,3305.228029,3515.807902,3566.641913,3049.140928,3771.62745,3672.183151,3538.361443,3731.838778,4264.22093,4467.429803,<LOQ,<LOQ,<LOQ
78,Fenofibric_Acid,0.9591,1,<LOQ,<LOQ,<LOQ,44706.17642,96189.80142,62390.68622,54125.42183,72387.27046,93145.1886,16026.61065,20615.93417,15932.0431,16626.13714,15326.18057,17157.81324,16893.39257,13153.77403,14898.91999,11695.91734,13550.46353,14150.25019,35435.01742,31308.06628,33371.54185,20642.56947,24717.34061,26941.92346,28875.2031,35196.91744,30703.71171,70000.58898,51252.66092,83807.2745,28066.31397,58187.5581,39844.79222,48263.54509,37372.20235,67006.88123,40766.45218,31238.75609,40594.54212,69022.08506,51001.01608,47941.37212,57728.51511,79963.39846,86219.30408,31994.32137,35502.17245,29739.04258,42775.21642,41313.03161,36417.68172,16767.2618,16539.95743,16019.25085,30413.2504,27950.98331,33055.98608,116501.2934,76521.91059,103719.5677,339.1842669,373.4079762,296.528552
79,Fexofenadine,0.9982,1,<LOQ,<LOQ,<LOQ,24412.44411,39831.23052,26557.74825,19762.76348,16163.14804,14463.80427,9701.188167,9944.562643,8798.781906,6047.316157,8055.279937,7841.964607,7366.006007,7398.972954,7777.312255,7195.879933,7101.720464,5687.412956,26332.83732,27586.5879,26959.71261,10073.59827,10185.95871,8467.460022,7757.432946,10386.401,9223.872029,23452.65997,15154.66411,13514.80918,12455.94195,9855.531914,11492.97722,13600.4527,5977.934971,8926.293403,14615.58119,15636.39769,8539.045648,13769.53883,8773.925772,8937.89152,18070.51484,22419.77988,7670.084309,4759.106588,6431.437267,4247.239584,6077.985836,7198.873357,5730.230649,5650.680275,5786.028468,5412.719056,5876.816922,6050.391349,7697.877775,38744.1029,57105.72173,33839.98456,111.7741602,107.5564395,111.2708157
80,Fluconazole,0.9957,25,<LOQ,<LOQ,<LOQ,239.5084437,205.4556363,421.322136,221.8426758,350.8169714,223.6772755,243.4898246,276.3233466,267.3222954,230.5707308,191.4495115,254.4001407,226.7289481,233.4109868,298.4044491,229.8327605,184.5642574,186.3482462,263.8876623,304.9776556,284.432659,246.9011341,240.9014538,280.6509981,266.1579022,315.5798015,268.2394352,290.3441136,419.7442602,287.8149318,357.937902,290.0879808,338.0770634,286.8948915,267.6152709,314.9367797,279.8872383,234.6070318,225.1399975,206.2293315,273.1878845,207.6338409,195.348249,183.8770884,249.3146607,121.9649242,124.1961203,114.2659324,136.6991332,140.8741516,129.8758251,141.9733414,162.5813704,124.9277829,132.1428302,112.6811768,133.4417705,137.3314087,101.5585465,126.8223716,<LOQ,<LOQ,<LOQ
81,Flucytosine,0.9646,25,<LOQ,<LOQ,<LOQ,4878.022892,4351.263304,6133.81439,5291.997571,10084.26802,5567.024628,5423.490478,3456.492084,3857.343672,3855.515261,3933.915655,4228.590471,4117.044516,3572.023542,3848.996608,1743.548309,1547.790719,1597.214548,5148.153022,7033.852057,6091.00254,3370.762961,3578.578035,4405.299823,4604.450272,4507.347453,4466.311323,4929.623583,3191.790894,5365.472886,3260.493367,3580.460674,3489.011002,4239.094366,3787.320676,3583.476464,2696.845443,2244.062683,3129.705959,4992.222137,3794.63767,3580.712382,2670.137636,4263.662443,4612.425284,2004.950677,2235.86873,1776.434486,2049.560507,2023.787107,1761.579862,2766.826577,2535.847924,2375.595574,2635.932196,2306.724509,2773.602041,4003.986203,3453.874991,3624.168909,<LOQ,<LOQ,<LOQ
82,Fluoxetine,0.9367,25,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,1867.779086,1651.575375,1640.286159,1363.852011,1505.172695,1365.622613,1586.436336,1284.257167,1588.875531,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,1260.42659,1288.092134,1430.364767,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,1256.110215,1864.904262,1260.375306,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,1391.275653,1191.778935,1443.40095,1518.807861,1241.329367,1326.969937,1311.707151,1044.758198,1562.839331,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
83,Fluridone,0.8053,1,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM
84,Furosemide,0.9884,5,<LOQ,<LOQ,<LOQ,1186.496492,1198.231938,821.2057727,828.3591471,1277.315343,999.6970163,2642.076631,1706.275139,3717.2995,985.9076863,1444.214982,1434.045193,1066.440602,1359.534493,1915.752604,782.0037646,1326.612459,1158.759561,810.36183,652.2896703,731.3257502,2287.477472,3323.379294,3816.548997,2763.092625,1497.727675,3369.030457,1964.576871,2439.436555,1229.011267,1464.25514,2060.402277,1171.060242,1816.190898,1282.738038,1789.402108,1093.089537,1411.548518,1756.06445,2889.282331,1374.91921,1961.634926,1922.135386,1387.079386,1128.897331,1185.895464,1244.296874,1485.371426,1219.085413,1602.427189,1280.849604,1809.224302,1611.864724,2121.585929,991.8861311,1206.532311,1086.59357,1900.096471,1671.034243,1733.142038,35.30550982,25.92142406,33.0998088
85,Gabapentin,0.9703,5,<LOQ,<LOQ,<LOQ,386.4568854,365.876322,409.006232,1258.058327,1125.816874,1364.390835,1610.073483,1615.047479,1678.723971,2112.544933,2020.584526,2129.944669,2080.464877,2245.08402,2089.865117,122.6087529,125.3072045,122.0956139,5995.874309,6258.483104,6127.178706,5574.645728,4983.586966,5936.799622,2661.602421,2632.651959,2372.378286,1035.292347,972.2250835,999.1913099,1181.629642,1217.344477,1231.470809,463.8405416,475.7236559,475.6972753,424.852042,419.7435019,463.2800508,326.6187882,356.4169931,343.1974391,194.7283541,200.7688394,182.6007038,59.97167043,55.2048456,48.09748663,74.80499881,71.97772594,82.53377053,144.639101,146.909231,119.7719625,55.20854489,62.41999813,72.44179801,127.5161622,128.5530619,153.3201234,6.068885517,5.703046295,5.747092252
86,Gabapentin_lactam,0.9567,25,<LOQ,<LOQ,<LOQ,432.1402738,466.9695215,495.5582077,1709.231564,1424.103301,1451.414024,1917.320977,1936.638381,1815.287838,2234.20923,2228.603334,2557.008161,2465.367859,2297.847765,2420.356013,259.4580581,224.2518523,293.4283562,6981.290235,7449.019763,7215.154999,6180.246484,5702.837123,6986.985463,3179.36957,2921.434354,2852.055872,1031.151819,1172.792564,1292.700795,1387.904191,1416.704374,1430.379435,501.8340162,576.331226,530.5817305,540.4504867,595.1706319,634.8979511,510.9953873,374.32298,480.1347758,380.4878251,378.4572316,495.3081374,129.3843397,96.18666524,133.1472737,165.6962752,124.6227251,154.0826463,178.7435969,230.7825271,194.1565763,104.6899228,102.7059868,79.41332608,807.367284,563.3060813,601.7718264,<LOQ,<LOQ,<LOQ
87,Gemfibrozil,0.9864,1,94.45211633,129.8468134,179.2716504,3153.542663,7029.610722,7682.096426,3959.705603,3399.556101,5892.722615,2503.61427,1802.114074,2937.18882,2369.639288,2681.225544,2868.200832,2055.883337,3028.524237,2848.339899,3258.43867,3468.665846,4231.880474,4494.096111,2312.128277,3403.112194,2076.510876,1430.905821,1331.858345,2901.515128,3956.832869,2623.519984,3475.214461,2798.223057,1493.636622,2580.89682,3510.531247,2155.357237,2291.636616,2735.470598,2135.446191,2743.000251,4578.111331,2210.95084,2070.603807,4524.195993,3931.210071,7489.896108,3768.561231,2137.364814,1095.062601,1274.200153,2150.779912,1895.067399,1135.551916,2802.092378,3723.416179,2057.373416,2224.184537,2463.738139,3326.099674,3274.676756,2709.17444,4669.647096,5110.405668,45.66794678,30.02100463,50.21742276
88,Hexamethylphosphoramide,0.998,5,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
89,Hydrochlorothiazide,0.9938,1,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,2660.620943,1909.399612,2073.827699,1967.100841,2134.423841,1920.038699,2535.278035,2868.888606,2337.769436,2885.520178,2586.80263,2596.30528,1416.78966,1478.737496,1621.116166,1935.953106,1742.038127,1783.467691,<LOQ,<LOQ,<LOQ,1739.18198,1954.029872,1822.491986,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
90,Hydrocodone,0.9854,1,<LOQ,<LOQ,<LOQ,138.8274269,125.4292349,147.3960059,133.6254004,140.0340045,140.6408386,190.7360734,147.1462358,133.8368144,132.6045101,162.0143503,142.3422297,149.9338173,164.8874639,166.0678394,77.30563483,84.3277782,87.60509233,224.1229,235.4973784,229.8101392,250.9344706,279.3448607,278.133147,262.2000975,290.4081178,302.021044,214.0183581,211.5870784,255.5997774,261.1259128,281.5127947,294.7823127,205.3133815,240.9371742,233.8694731,191.2684199,250.3080945,221.1420491,270.1626867,298.6762755,286.8143581,242.6541618,244.8340826,227.9291982,126.0066658,99.00048033,106.4857643,117.976425,127.2165553,130.729072,140.2596325,126.9550699,145.9772495,129.422767,125.8300387,125.802622,177.6391819,121.0706447,146.5333169,3.6490755,3.060030719,2.504034407
91,Hydrocortisone,0.9967,5,<LOQ,<LOQ,<LOQ,983.0558162,2621.984912,300.11694,17.07521068,35.25920404,33.99037322,39.58364959,16.17218311,17.71331742,179.5823305,1549.52308,451.8924904,639.3252857,488.4516984,456.9599712,1157.667726,2562.159216,10.42910168,940.3111253,31.61227392,485.9616996,988.0555414,745.256615,17.9368702,32.89815177,12.31409326,45.71723486,<LOQ,<LOQ,<LOQ,671.5959224,<LOQ,2069.385661,604.2768523,103.7750851,345.4855873,917.7908369,2184.18246,51.03174417,481.4948017,17.67683982,22.8480507,812.0796396,22.90011956,34.30768632,330.0656075,293.7466052,<LOQ,305.7241259,368.3350233,114.4007191,324.9495117,132.5230626,139.8678812,588.3145116,211.2121381,182.7031963,14.18700515,43.84660848,<LOQ,<LOQ,<LOQ,<LOQ
92,Ibuprofen,0.9967,1,<LOQ,<LOQ,<LOQ,1387.004542,2059.8071,1929.101518,1162.68821,2052.325319,770.206237,2008.894363,1466.98117,1410.013186,690.610136,888.8415004,836.5837208,1079.133137,900.6827445,1217.393014,258.9649726,237.510269,390.9437158,2755.115435,3250.852824,3002.984129,1227.321427,1003.06645,1529.832965,653.6459708,1693.36914,931.2163731,610.9734786,1603.901429,1865.459369,1065.384657,1228.750513,1115.427651,967.671219,675.090868,919.2060029,733.2713218,673.2911447,601.4073042,1166.822496,764.9053128,380.321583,785.6991949,750.9266896,655.2114593,397.3965807,399.5146877,530.9768779,386.2201364,516.4632959,607.1763755,724.1546345,522.7755046,522.1597207,443.0022443,516.8857279,614.4141194,1124.291954,708.7972776,1186.80989,<LOQ,<LOQ,<LOQ
93,Iodocarb,0.0005,NA,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM
94,Iohexol,0.9979,50,<LOQ,<LOQ,<LOQ,29962.99197,23088.52957,33035.42285,28533.02483,26752.43933,26717.32151,36814.93094,36212.98385,33837.50974,23313.93077,21711.62335,23262.04102,13843.64829,14536.13976,15811.50749,22430.50235,25395.02015,22362.50717,34564.72686,29831.31784,32198.02235,27373.46627,31628.31577,28352.09987,26844.18708,28154.05108,26269.23912,32028.13612,33071.68691,33837.92615,38479.74548,36280.16767,35213.08736,23245.06547,22759.71786,25143.24487,17751.13088,24204.50953,22051.79291,29831.83843,41842.40865,36164.8198,64773.76479,64692.48138,67140.89504,24961.44363,24640.39606,24786.13767,28053.0711,31610.60872,32566.40688,19228.98847,17358.88728,18528.71189,23926.65331,22044.41975,22122.28582,24047.12281,25197.27014,26061.16173,770.8575351,738.0252735,841.1838665
95,Iopromide,0.9845,50,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
96,Irbesartan,0.9956,1,<LOQ,<LOQ,<LOQ,125.2296066,116.3326222,129.5204337,118.2349389,100.8752241,119.588496,171.5815758,178.6669837,172.632935,191.5491464,207.0036182,194.639902,222.5808389,240.7351262,201.8024822,70.5551268,78.03375845,78.91385459,134.2676559,151.4938986,142.8807772,211.7971767,229.7675348,224.1096991,224.8156021,210.8254985,214.7627878,137.6624989,172.831469,166.1420013,127.8957286,134.2432135,141.0798759,170.6263452,179.0842506,164.0651519,138.3954137,152.197298,135.104824,236.6217545,209.60517,215.2916061,154.6941092,149.8747938,145.4961376,135.1528205,131.9322984,153.6276783,186.3457253,158.5678938,174.5157831,292.7392816,317.4476769,317.2141308,275.8122683,253.4319002,263.88648,124.9868326,107.4042382,112.5326585,9.77661679,10.40626509,9.904367958
97,Irgarol,0.974,1,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
98,Isophorone_Diisocyanate,0.9977,5,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
99,Ketamine,0.983,25,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,28.29175314,<LOQ,<LOQ,<LOQ,29.00173401,25.53111953,29.79306176,28.94176854,30.02886299,28.62733011,31.14151727,37.43965792,36.94737672,25.2571824,36.05924621,29.55804523,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,32.24284077,38.06691791,36.42242749,32.83269633,26.26268697,27.55086988,<LOQ,26.50030973,<LOQ,<LOQ,<LOQ,<LOQ,25.84195815,26.9448249,<LOQ,39.80948342,33.37433239,27.34965654,27.45956753,36.25129413,27.55186781,25.8992914,31.30051633,<LOQ,<LOQ,<LOQ,25.86733362,27.50604698,27.35057752,<LOQ,26.68365286,26.08941753,30.38755156,28.7885149,31.1040577,36.78198019,<LOQ,<LOQ,<LOQ
100,Ketoprofen,0.9923,1,-0.902042616,-0.225022975,-1.048247773,99.42178056,105.4913445,98.43044382,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,40.2553969,39.58623907,32.41597506,31.77551745,31.36553158,30.34935136,31.38474009,32.318824,30.53921311,<LOQ,<LOQ,<LOQ,37.88893243,46.65026651,50.78757038,48.22257182,56.22932652,59.01890592,92.58529784,68.00370903,70.64258772,30.09805604,35.08987788,39.99454111,38.78709077,29.31705507,35.11179187,37.71122219,35.61081326,24.78395332,<LOQ,<LOQ,<LOQ,84.13943745,86.00946054,82.77175787,24.52113346,32.45293778,24.54426243,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,16.74409019,16.56973976,16.0945509,23.64779039,38.56053755,47.83590814,2.825343833,2.173529698,2.471784703
101,Lamotrigine,0.9917,25,<LOQ,<LOQ,<LOQ,5112.92042,4020.152253,6100.249647,3193.606175,4169.787982,3757.053843,3460.993325,3370.059178,3871.025655,3397.188772,3455.686629,4000.095889,4096.835986,4778.573105,5382.825392,4341.736581,4310.63623,4225.907425,3298.891526,3381.647934,3340.26973,3340.903279,3104.64698,4306.429104,4096.045966,4445.198895,4537.687776,4495.233728,4925.349173,3861.609262,5312.120935,4243.044247,4975.896081,4222.987689,5466.251632,5632.985834,4941.828304,3603.092274,4301.257854,4846.427593,5273.733264,5014.217639,5310.112143,4808.492305,4867.069401,2987.376576,2825.978934,2658.444189,3108.225999,3714.487349,3128.629571,3465.394383,4040.274127,3563.530415,4197.390253,4088.826672,4372.374454,2764.159791,2833.399675,2970.105441,66.7485888,77.72902922,96.67324094
