,Compound,R2,LOQ,SFBlank_1,SFBlank_2,SFBlank_3,Nov11_1,Nov11_2,Nov11_3,Nov13_1,Nov13_2,Nov13_3,Nov14_1,Nov14_2,Nov14_3,Nov15_1,Nov15_2,Nov15_3,Nov16_1,Nov16_2,Nov16_3,Nov17_1,Nov17_2,Nov17_3,Nov18_1,Nov18_2,Nov18_3,Nov19_1,Nov19_2,Nov19_3,Nov20_1,Nov20_2,Nov20_3,Nov21_1,Nov21_2,Nov21_3,Nov22_1,Nov22_2,Nov22_3,Nov23_1,Nov23_2,Nov23_3,Nov24_1,Nov24_2,Nov24_3,Nov25_1,Nov25_2,Nov25_3,Nov26_1,Nov26_2,Nov26_3,Nov27_1,Nov27_2,Nov27_3,Nov28_1,Nov28_2,Nov28_3,Nov29_1,Nov29_2,Nov29_3,Nov30_1,Nov30_2,Nov30_3,Dec1_1,Dec1_2,Dec1_3,FFBlank_1,FFBlank_2,FFBlank_3
68,Diclofenac,0.9948,1,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,344.7167583,760.7217938,424.8845268,340.9120777,316.1103731,298.1037386,300.7322056,819.9439631,1316.205427,6583.996106,<LOQ,<LOQ,418.9717001,803.3930938,588.4297849,966.0056114,632.9102981,1239.170805,197.267265,132.2700568,1225.639896,554.7096415,384.6059573,507.7093597,644.6084053,1076.184716,639.6002115,655.082324,718.7923176,6609.433443,<LOQ,1280.453948,1549.68124,1354.084024,1344.76545,368.2619358,962.2961927,337.2767666,975.0664631,304.9009443,353.3610289,188.5177932,353.8310121,432.4847059,435.0235135,309.7495966,1835.269992,564.6595176,479.5719488,331.788349,536.7612635,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
69,Diethyl_phthalate,0.0021,NA,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM
70,Dimethyl_phthalate,0.9575,1,-9.431256891,-14.87874534,-20.35010286,973.1323089,892.6949088,905.4706502,617.8171762,603.2020778,669.1456405,636.7315403,573.5929735,566.7967491,358.615222,662.1471756,634.3299455,618.3071062,637.2927321,706.9967357,1088.817087,1224.215122,1091.424974,628.7311423,729.6773409,660.6739656,458.7239963,464.5006093,719.3511952,492.9606865,589.7892208,482.9876943,874.7255311,566.9031457,493.4331338,537.0238666,810.2721516,485.5359489,605.0645071,620.0762787,759.3714203,330.129098,268.4603775,179.7300353,434.3934699,336.5468455,447.4464182,137.4415847,114.2030248,173.8190727,322.2116452,281.0980745,106.7278884,174.8027307,247.6454734,130.4960693,307.4512312,419.5111032,451.0056909,401.2106657,189.3423107,405.220503,294.7125246,251.9118543,370.0408436,20.99503888,0.967437505,10.9299497
71,Diphenhydramine,0.9085,1,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,81.26371754,82.07197925,89.5260712,103.7026819,108.7827075,103.6108622,122.928258,137.351665,130.7315745,101.2107538,121.4839218,109.8104146,81.42586164,86.06658083,79.2744477,129.9893503,123.9059315,127.0643663,125.4054209,120.2207565,123.87707,139.9075241,150.7914883,175.5663508,168.1011756,156.7919944,174.2581019,130.1659985,116.7272959,124.1906262,140.436316,147.5891317,152.4313453,149.6558473,163.6572999,160.1432065,118.7921748,120.5613248,114.9890799,193.3166121,207.897113,223.9563036,168.6597288,178.9952805,177.703302,161.1344054,174.6749542,177.5478995,136.8961323,147.1033652,140.3491206,347.8929417,335.6972651,364.159488,208.1713823,191.0991566,201.9774873,37.75300596,42.71511898,41.36162421
72,Efavirenz,0.9877,5,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
73,Emtricitabine,0.955,25,<LOQ,<LOQ,<LOQ,5604.664018,5102.784355,4522.36029,3861.485236,4134.129557,3444.716875,3357.738587,3641.097065,4047.575189,4293.897212,3965.40431,3818.985411,4119.324872,4568.588632,3656.115094,4832.55034,4328.457779,5243.628729,5321.55473,4452.591658,4094.795722,4305.194127,5417.97868,4569.052085,4028.27132,4447.311789,4033.722446,5223.424425,5392.947757,4550.167043,5527.40511,5013.868382,4422.127474,3577.583911,3692.035291,3983.627126,3889.494246,3996.92848,3681.211944,3582.457408,4242.116249,3799.110566,3920.119005,3303.984457,3243.440691,1767.661546,1924.876468,2331.785443,2028.648983,2350.690711,2745.851598,3065.912667,3248.434393,3089.410247,3139.351336,2890.34834,3370.878644,3266.437399,3005.117246,3519.859063,<LOQ,<LOQ,<LOQ
74,Estriol,0.8842,25,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
75,Estrone,0.031,NA,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM
76,Ethyl_Butylacetylaminopropionate,0.9971,1,318.0414256,313.9606345,301.2738051,458.4546358,549.0496426,458.0335022,393.7731804,409.4816452,362.4193671,336.2035892,299.1081865,299.7820658,305.0125489,294.0408087,285.2445825,337.949242,349.0345058,369.5944926,461.5503701,582.9420289,445.072184,388.0628262,443.8287693,420.7399083,402.3739642,295.2598129,333.2027147,280.9692106,310.2245126,258.2950091,298.7305386,338.2584592,251.9656039,348.610481,378.5283222,336.4620327,337.4318109,348.0610939,246.559979,318.6364795,269.1705781,321.0688692,425.3988331,401.6873024,406.4542475,354.2210334,354.6532965,369.3580181,103.7315055,95.43985306,98.82794453,113.9270433,154.3558761,103.6085674,160.0637752,139.3441616,150.9847077,109.8202572,107.23628,135.8391342,<LOQ,<LOQ,<LOQ,134.7867643,131.8646663,130.3527739
77,Famotidine,0.9994,250,<LOQ,<LOQ,<LOQ,6881.934542,6265.518441,7433.673884,8978.000464,9225.822337,8692.916484,7705.731505,6541.380793,8378.727961,5761.65369,6543.209369,5435.491527,6090.443845,4456.453042,3938.792494,8802.201398,8754.790249,7496.756198,7955.897104,7498.58234,6446.599973,5571.632415,4667.332961,4070.961852,5182.740279,5010.074017,5952.399315,5352.574876,4785.299536,6299.722427,5030.053401,3929.37846,4906.07592,4481.744713,4665.193475,6828.940418,6179.384417,6472.487814,5328.737776,6451.54758,7180.57524,5404.648387,6005.983444,5486.615813,7266.277564,3781.776043,3500.138563,3780.015017,6964.197395,5948.946674,5972.922237,7223.478327,5019.437332,6724.236798,5243.315653,5142.023783,4402.267657,7851.336078,5914.526912,6227.424304,<LOQ,<LOQ,<LOQ
78,Fenofibric_Acid,0.9591,1,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,397569.9349,159371.6089,168079.0501,97993.51312,232579.5935,139682.6394,43012.57565,42547.16106,39574.7051,39187.13934,96105.83828,144154.779,205301.54,<LOQ,<LOQ,111643.4782,261974.07,232291.1539,199524.2066,147827.1854,301749.7626,88122.54092,54515.96157,308929.026,124530.4283,111393.7483,86621.33438,92498.35057,180451.1192,81598.45197,75899.25942,71917.72314,702294.3816,<LOQ,292917.152,238790.0775,326022.8472,338973.5963,76781.02493,71169.98862,32908.70084,93355.63689,56223.06078,65527.89841,38963.67199,84121.02276,90957.76926,70735.10816,63812.90058,380251.7903,108279.2992,40355.57564,28487.6518,51743.33716,201542.5892,60973.23579,202498.8305,508.1335244,571.2349323,446.1901968
79,Fexofenadine,0.9982,1,<LOQ,<LOQ,<LOQ,2636.979305,2735.823431,2340.821354,3103.171692,3084.466671,6256.008112,14328.69496,13539.97819,20243.0964,45402.50101,51319.52858,45587.55652,20038.33589,20407.48462,29935.48826,4723.66255,4596.395774,4575.061472,14288.64651,13577.19667,33824.22336,14925.20361,14773.08663,12843.41935,6975.21583,6399.766942,14737.48526,23905.41114,32030.60213,23171.76633,17202.41081,23632.53668,22187.72824,4799.246732,2614.472335,4157.438905,4804.738893,7936.243659,22745.27523,2842.633489,4961.707932,2830.648104,11035.26129,10901.67884,13435.90684,3321.855809,3349.900723,23677.22458,7091.609008,10605.66274,8979.906538,8567.536438,26709.18612,8395.284742,23362.73224,10592.56962,9447.300202,4683.260755,3860.249479,3752.52493,298.6137089,292.876007,289.7541103
80,Fluconazole,0.9957,25,<LOQ,<LOQ,<LOQ,381.3614755,157.6040335,181.8930608,141.3025193,190.9932563,198.4072741,199.8446981,186.2599784,264.0824335,250.7461388,346.4582448,152.2218502,192.2426709,193.7339978,116.1251772,308.157686,231.0653942,246.8896758,239.2337646,341.0475501,214.9073792,288.8164772,266.668866,288.0269501,214.7370727,170.1167063,295.892351,396.5005005,371.0179077,327.8207095,299.6336069,444.2194703,259.4872213,331.8555986,283.3319069,239.4177689,192.5864894,182.6368167,157.7122785,244.5058963,301.5207933,168.6932419,130.3620882,156.7667315,137.3354343,101.8675344,103.9812022,101.197583,151.7340447,86.49258699,100.0750222,137.5144723,110.6505151,72.89640714,155.9391749,163.3552751,109.808231,142.2991966,114.0986642,87.8991971,<LOQ,<LOQ,<LOQ
81,Flucytosine,0.9646,25,<LOQ,<LOQ,<LOQ,11128.64166,24450.38833,19711.84118,6648.110606,10352.47726,10327.93914,10268.58906,15220.63411,22759.40384,8304.194174,11230.21893,9022.821169,6045.413736,9425.212125,6688.916786,13732.07207,15002.11838,14294.6822,12691.92371,10431.80615,20402.95872,10099.96334,10609.38117,11142.24253,9054.153697,8465.669641,10409.39163,9542.733192,8448.037728,7889.172495,7102.517658,6383.28031,9142.625897,7611.551949,7925.4723,5802.853004,7235.477423,6161.207728,5757.458857,10415.32828,8379.26336,6165.768199,6696.463602,10138.23629,7420.911095,2519.744044,3018.044848,2881.878992,4665.970349,4206.582839,3228.136486,3619.67958,4150.696659,4115.823001,5352.527425,5487.980702,4337.064496,7315.512954,5647.165762,5413.33986,<LOQ,<LOQ,<LOQ
82,Fluoxetine,0.9367,25,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,13872.82172,4321.821601,4328.873593,4463.342661,2678.101645,7313.652417,8147.491943,8159.380143,2621.52857,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,956.8089051,3912.413093,4559.823299,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,1436.183824,1206.293593,1463.95725,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,10311.88759,20689.15744,15709.18817,14483.40723,30151.90872,6780.922717,2698.525414,4783.293453,2834.95101,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
83,Fluridone,0.8053,1,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM
84,Furosemide,0.9884,5,<LOQ,<LOQ,<LOQ,259.9420481,40.94189474,298.3037179,154.7212399,172.6060224,88.84990197,230.0604577,290.3760726,272.9356501,149.9493466,184.2937672,129.8422153,132.3302784,223.4132288,236.9355109,286.9999676,79.05615676,139.9744304,180.5695485,34.07291877,291.3691254,243.6859531,237.7343574,400.6306814,177.7131026,189.8081692,138.7443636,162.6209905,103.0779874,107.4371132,114.1475558,165.8279108,163.4242548,175.1526604,87.96105449,138.4309382,154.1081092,202.1517619,229.3540092,169.7076439,283.091338,144.4910419,254.3512183,321.6715142,314.4038422,287.1484847,300.1656887,254.8466526,450.9680527,270.7101995,236.7525454,226.5588588,282.5124143,248.1829977,250.989668,232.1059072,159.3961646,163.3996595,392.2924569,391.9366345,26.25141511,22.6661722,24.97216587
85,Gabapentin,0.9703,5,<LOQ,<LOQ,<LOQ,6948.565408,6145.270823,6576.637704,7972.450329,7954.034996,8218.039846,8129.971308,7491.906006,8890.503598,8729.536306,8061.941793,7627.916709,7786.893142,9638.664743,9986.295102,10001.32365,12166.48671,10088.831,8277.772717,8949.921297,8777.376795,9587.040676,7828.903074,7603.238321,7276.411171,7777.065485,7567.5851,9559.560136,9812.210881,9267.160795,9428.441533,8313.399558,8600.119306,8617.721333,9156.448785,9204.754767,9906.012057,9680.860595,8766.15065,7919.134345,8163.704859,7380.204621,8264.324286,8770.026081,9498.130474,5991.784821,6241.102319,6071.836245,7144.138017,6167.146853,6843.744176,6586.136974,8247.043769,6505.788911,7877.245304,7513.038936,7159.753396,8009.918162,7493.276698,7902.776154,101.9960747,109.9179221,116.9310055
86,Gabapentin_lactam,0.9567,25,<LOQ,<LOQ,<LOQ,10216.18046,8911.805011,10329.70328,12860.67698,11081.51319,12080.01498,10850.32346,8917.775307,13079.72779,10180.01462,8967.493143,9270.972328,9664.066134,10909.92265,12357.13665,14011.75339,16063.61922,13934.49693,10309.01506,11461.36942,11427.42455,11628.18329,10061.0581,10064.78932,9450.638478,9639.457023,9078.838874,10857.55369,13476.99512,12420.35788,11179.34813,10095.7174,10835.98345,10352.45938,11488.96757,10631.62158,12797.61844,12422.16199,10446.31149,10605.24028,11781.73125,8941.266192,10155.07796,12217.96678,12377.29951,7622.190188,7142.236814,7530.56651,9522.37492,8710.641925,8383.498705,8291.790837,9085.361663,9002.351916,10093.86022,9766.698168,8555.481064,10652.17328,9341.922781,11465.57121,104.720075,152.1711156,101.381639
87,Gemfibrozil,0.9864,1,118.635216,80.83915696,202.6745841,12739.56777,14789.07823,6883.526679,9484.991199,<LOQ,19863.04892,2814.34848,19894.10428,5661.897308,<LOQ,<LOQ,5030.485217,5847.976853,10682.30523,9195.222408,6556.480561,16720.33116,6582.782804,17265.128,5050.315609,6951.61753,15655.24391,17980.0334,5259.722036,13257.30763,<LOQ,13267.48615,9363.262765,<LOQ,9503.647534,11051.19241,4980.671456,6747.293443,6102.764109,<LOQ,17084.85427,<LOQ,23587.70784,6133.257999,30569.66869,13021.48223,14052.5166,11180.45101,10678.47774,17209.00945,3761.607168,8074.728271,3410.987568,8529.640358,8887.160889,7629.733325,9720.558123,5928.582027,<LOQ,2342.774442,9490.42365,5378.838918,15610.37115,18900.61003,14802.9159,133.9140641,133.6364221,98.12669807
88,Hexamethylphosphoramide,0.998,5,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
89,Hydrochlorothiazide,0.9938,1,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,3310.397724,3692.639997,3965.845239,3740.729625,3981.934856,3258.50598,4478.466885,5055.849855,3569.545826,3306.982072,3528.617899,3735.200657,1907.06771,2283.726135,2337.496621,3185.44436,3453.561282,2883.912589,<LOQ,<LOQ,<LOQ,3051.914966,2693.035773,2243.135219,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
90,Hydrocodone,0.9854,1,<LOQ,<LOQ,<LOQ,250.086664,236.4450163,220.6526146,124.0449252,135.1831698,156.3566057,130.6455863,137.7492344,174.4985484,125.1661184,102.5876897,139.3114448,114.4768999,107.988023,113.2033147,164.3204499,98.08169403,169.1111106,158.3143625,138.0768599,157.6904867,171.6152197,175.2162755,138.2270466,232.3976799,201.5052565,208.0889097,194.5205138,251.5235951,209.5112375,188.1994262,213.6779786,192.5899171,204.4353762,166.4459896,180.1350962,138.9169622,170.8432815,157.6215951,167.7163894,210.1242334,179.8413925,289.6020109,208.5990382,194.7469923,95.47861684,105.8879443,132.6004941,112.4389868,125.9894185,117.3445261,115.7351357,134.1037922,130.5450165,142.9173248,130.8409231,133.9329119,128.8729159,130.8754447,123.3018003,5.114474808,5.826131034,5.068372492
91,Hydrocortisone,0.9967,5,<LOQ,<LOQ,<LOQ,1766.909119,2691.636073,1670.173591,4997.091799,2619.745778,46.68555376,55.55095067,6755.330697,3430.374356,197.3799687,1739.701473,920.2203628,241.2190697,274.7208971,1039.538518,30.13913168,25.93447663,43.74569253,187.6672003,373.2003462,<LOQ,661.0466995,2474.345396,1493.418119,3007.18174,192.5404744,47.1484866,1806.323677,245.5443782,102.2915641,1532.51411,1533.545012,1319.540527,511.4419327,1550.810155,1474.173377,1772.007316,1610.722968,485.3797506,73.5710146,211.4335965,1915.983965,3370.273151,31.62138976,49.42235704,485.1724982,490.8618713,455.2922653,746.1132767,676.514823,722.8638218,524.4261615,731.8988907,232.9515956,295.8283137,223.1984124,607.1192968,30.81354372,2404.37723,4874.945193,<LOQ,<LOQ,<LOQ
92,Ibuprofen,0.9967,1,<LOQ,<LOQ,<LOQ,71623.67409,93782.13061,102059.7172,156007.7676,71176.07708,93003.55178,60359.20856,193101.4974,118070.9798,55448.05021,174561.2346,44876.80359,89899.2603,65055.42646,64951.79612,50537.09902,44987.75858,70435.28597,84611.17943,98243.94072,41825.13358,167547.7401,66783.12577,81638.55358,45858.62934,151322.6755,61045.94879,113981.6602,156024.8155,112477.7149,106893.6351,98399.0414,176448.2241,215269.6011,81183.81241,70540.89311,147983.0217,75177.16102,126343.0826,97307.07331,109383.0161,68215.25221,79512.65279,67131.71323,58340.67991,26583.69089,27061.21325,84575.3206,29070.5337,140677.4326,49508.01982,102101.4914,90547.35299,93115.94577,36211.26005,52504.2968,49854.53935,102616.2304,114598.9005,68218.72065,215.6452645,220.9210809,234.4482221
93,Iodocarb,0.0005,NA,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM
94,Iohexol,0.9979,50,<LOQ,<LOQ,<LOQ,25327.32512,30754.06125,25984.83008,23036.41222,23354.91383,22831.36008,18711.6665,25598.10027,27723.12239,16889.58631,14376.99004,16596.37415,14089.04756,16453.65773,14842.08974,31709.63323,27822.59668,28518.59282,26752.96498,27983.14031,24071.83063,30360.88653,34250.88172,28603.45073,25964.44198,27853.95217,29978.03815,36114.52324,38588.53691,33077.28249,30416.13313,22193.49007,21456.91896,15969.90921,14338.19691,20398.27582,19918.03864,18904.79162,20785.40469,30702.27278,33482.60459,25293.02676,29534.60173,24606.05311,27569.49411,20161.22249,19620.5849,21980.0795,25985.19889,28415.56796,23338.98681,23307.09084,25065.35478,26566.3043,15468.22005,12636.61626,16218.22223,23003.04426,29060.85716,24313.76357,<LOQ,<LOQ,<LOQ
95,Iopromide,0.9845,50,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
96,Irbesartan,0.9956,1,<LOQ,<LOQ,<LOQ,14.8062,18.04971507,24.43352092,25.31281606,29.61301654,23.71389404,26.16584741,23.85417529,34.7164892,61.31747436,45.82760011,51.94805129,30.82335949,24.41112989,31.3338433,23.44474414,23.75831031,28.37031806,28.31979756,29.50812167,28.38308156,35.70673281,38.33334831,36.36339549,40.25607441,28.98447299,39.60139777,35.76135671,50.58489497,54.2914239,46.05417177,47.99315564,43.80957536,40.285389,43.19046693,40.07979565,40.14621964,35.06317887,28.91193482,27.30499981,26.08431776,28.55000899,78.72317977,70.49139538,70.30572269,39.331455,43.90792945,42.30817773,43.69578085,46.292428,50.9927832,44.87801711,46.51308809,48.39099089,100.5886628,105.7401044,103.5924259,31.07054265,34.04757501,33.91568103,8.037059767,8.648290843,7.717420896
97,Irgarol,0.974,1,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
98,Isophorone_Diisocyanate,0.9977,5,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
99,Ketamine,0.983,25,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,34.72984513,<LOQ,<LOQ,<LOQ,<LOQ,37.40305189,<LOQ,35.56200609,<LOQ,42.87450409,59.14327499,66.013072,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,83.28965414,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,59.60904351,<LOQ,<LOQ,48.33606279,<LOQ,57.56745116,60.33484782,169.7740962,56.508793,105.4570872,<LOQ,33.02487806,<LOQ,32.08680142,35.95219532,36.70680901,44.58737952,30.21871352,28.37456238,65.09509698,46.78812,73.78712309,49.26219471,95.51461825,60.76931619,40.79792244,<LOQ,<LOQ,<LOQ
100,Ketoprofen,0.9923,1,2.40652041,1.168115562,1.163096991,85.44961747,66.61812134,83.83078742,10.91451882,21.9092797,23.98049519,<LOQ,<LOQ,<LOQ,23.71556634,25.898784,33.12112723,7.497981371,6.180113937,14.47465024,14.49952622,23.08091278,30.48425498,<LOQ,<LOQ,<LOQ,9.195024646,7.652711207,17.97756331,15.61931718,34.52004721,28.3364037,58.73149688,43.97567686,53.10870653,30.12580653,32.27875958,28.4727576,12.8048638,6.351328412,12.84966718,11.50237007,18.33767996,13.75377328,<LOQ,<LOQ,<LOQ,87.446522,97.43478262,87.32893504,15.40367053,22.4122705,19.8048427,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,7.960070598,22.69761506,20.343421,27.5182051,31.14539558,15.93688488,5.705538768,3.216380528,6.388977467
101,Lamotrigine,0.9917,25,<LOQ,<LOQ,<LOQ,866.0273253,771.3228348,948.8418482,883.6579389,828.8039509,804.4503393,723.932159,705.2191142,1000.295591,1277.336933,2475.446861,1246.828152,934.6053639,1126.553756,878.9902164,1032.40134,1021.430966,1124.321013,914.4336744,1145.258213,868.0173529,1524.313609,1031.427236,1166.704139,871.0191887,914.9353529,1257.867142,1547.991411,1771.224204,1173.123623,1169.559136,1449.008327,1295.881704,1198.324916,1292.734768,1340.772144,1091.516798,1621.151143,1104.131147,1105.204611,1675.721121,927.703282,1627.13301,1425.930575,1606.535512,924.0775061,1693.334969,1014.123353,1156.299191,1192.738005,1373.461303,1125.560458,959.4809808,829.4856197,1780.345059,1847.996239,1706.212992,1264.129582,1146.172945,1053.985156,60.81102589,55.00176249,46.67762205
